325200313,74.1167,15.8333,20141126
297870212,74.1167,15.8333,20140519
327646996,74.1167,15.8333,20141211
325501702,74.1167,15.8333,20141128
312104006,74.1167,15.8333,20140902
323382165,74.1167,15.8333,20141114
318046309,73.6333,15.8667,20141011
327252994,74.2,15.9333,20141209
285495775,74.2,15.9333,20140211
329458986,74.2,15.9333,20141225
285239458,74.2,15.9333,20140209
329411216,73.95,16.1167,20141224
305970085,73.7,16.2667,20140720
317271677,73.7,16.2667,20141007
319233931,73.7,16.2667,20141019
315472754,73.7,16.2667,20140924
322884679,73.7,16.2667,20141111
316890200,73.7,16.2667,20140927
318582515,73.3833,16.3833,20141015
323909510,74.3333,16.45,20141118
287473932,74.3333,16.45,20140226
303716228,74,16.4,20140704
306760659,74,16.4,20140725
312300998,74.3167,16.5833,20140903
292600488,74.3167,16.5833,20140408
285875642,74.4167,16.7333,20140207
316687190,74.6,16.7333,20141002
311870614,74.6,16.7333,20140831
321469180,74.6,16.7333,20141102
306379430,74.5,16.75,20140723
321323027,74.5,16.75,20141101
326484907,74.2167,16.7,20141127
307700227,74.2167,16.7,20140801
289675286,74.2167,16.7,20140316
291276616,74.2167,16.7,20140328
304593020,74.2167,16.7,20140711
324090241,74.2167,16.7,20141119
296158050,74.2167,16.7,20140505
304302107,74.2167,16.7,20140709
309168061,74.2167,16.7,20140812
294989868,74.2167,16.7,20140426
287149409,74.2167,16.7,20140224
319932650,74.2167,16.7,20141023
317345195,74.2167,16.7,20141007
312615940,74.2167,16.7,20140905
299442857,74.2167,16.7,20140531
292576195,74.2167,16.7,20140408
293925332,74.2167,16.7,20140418
312992849,74.2167,16.7,20140908
295789797,74.2167,16.7,20140502
325895294,74.2167,16.7,20141201
326343543,74.2167,16.7,20141203
285771021,74.2167,16.7,20140213
318036540,74.2167,16.7,20141011
290188481,74.2167,16.7,20140320
311870456,74.2167,16.7,20140831
313452146,74.2167,16.7,20140904
301059339,74.2167,16.7,20140613
322645253,74.2167,16.7,20141110
305188261,74.2167,16.7,20140715
314357251,74.2167,16.7,20140917
321469179,74.2167,16.7,20141102
301940561,74.2167,16.7,20140620
292895561,74.2167,16.7,20140410
303989585,74.2167,16.7,20140707
283198704,74.2167,16.7,20140109
281827771,74.2167,16.7,20140105
289912953,74.2167,16.7,20140318
324259334,74.2167,16.7,20141021
306550175,74.2167,16.7,20140724
296242223,74.2167,16.7,20140506
300398674,74.2167,16.7,20140608
286538517,74.2167,16.7,20140219
328585195,74.2167,16.7,20141218
314011779,74.2167,16.7,20140915
318552035,74.2167,16.7,20141015
287921785,74.2167,16.7,20140303
319727954,74.2167,16.7,20141022
285021147,74.2167,16.7,20140207
296935333,74.2167,16.7,20140512
283462673,74.2167,16.7,20140120
324500213,74.2167,16.7,20141121
301826794,74.2167,16.7,20140619
325448385,74.2167,16.7,20141127
313299746,74.2167,16.7,20140910
307101991,74.2167,16.7,20140728
287803693,74.2167,16.7,20140301
293343564,74.2167,16.7,20140414
303438216,74.2167,16.7,20140702
283792794,74.2167,16.7,20140128
297900093,74.2167,16.7,20140519
287510619,74.2167,16.7,20140226
303010663,74.2167,16.7,20140628
307248469,74.2167,16.7,20140729
329458988,74.2167,16.7,20141225
290603452,74.2167,16.7,20140323
284806706,74.2167,16.7,20140205
310272001,74.2167,16.7,20140820
285495794,74.2167,16.7,20140211
285926154,74.2167,16.7,20140214
326722509,74.2167,16.7,20141205
293807429,74.2167,16.7,20140417
303355417,74.2167,16.7,20140701
282463579,74.2167,16.7,20140110
300902395,74.2167,16.7,20140612
307934882,74.2167,16.7,20140803
284006953,74.2167,16.7,20140129
310124239,74.2167,16.7,20140819
321232620,74.2167,16.7,20141031
283641430,74.2167,16.7,20140127
307025801,74.2167,16.7,20140727
307840885,74.2167,16.7,20140802
296519693,74.2167,16.7,20140508
299210189,74.2167,16.7,20140529
298587487,74.2167,16.7,20140524
306112777,74.4667,16.7,20140721
