uniqueid,lon,lat,event_start,p,literacyRate,workerPop_main,police_proximity,postal_proximity,hospital_proximity,university_proximity,college_proximity,school_proximity,police_density,postal_density,hospital_density,university_density,college_density,school_density
281455292,93.5,26,20140101,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
281455719,92.7333,22.8833,20140101,161428,0.815820352,0.629513031,0.728561041,0.916995313,0.752240115,0.807777705,0.762438021,0.727662503,0,0,0,0,0,0
281465121,92.4833,23.9333,20140101,86364,0.73599367,0.840088436,0.398279615,0.772921351,0.354121159,0.499913849,0.372357479,0.414479915,0,0,0,0,0,0
281465122,92,24,20140101,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
281470276,92.7175,23.7244,20140101,400309,0.999473738,0.554627115,0.472576247,0.784196468,0.419505987,0.57694438,0.43552971,0.488490873,0,0,0,0,0,0
281480178,94.25,26,20140101,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
281511218,93.7833,26.0167,20140101,956313,0.416999529,0.133047222,0.297109313,0.345169297,0.286794465,0.307493347,0.299275054,0.190619977,0,0,0,0,0,0
281646956,94.9028,27.4817,20140103,1326335,0.555260666,0.182041339,0.130861647,0.042770087,0.122125193,0.084288248,0.002918944,0.132127113,0,0,0,0,0.25,0
281670010,95.8,27.1667,20140103,148226,0.224831829,0.477991733,0.117753258,0.102311639,0.182621535,0.248899672,0.181478128,0.197414066,0,0,0,0,0,0
281671285,90.2718,26.399,20140103,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
281672674,95.5667,27.0167,20140103,111975,0.069863923,0.729924413,0.178953477,0.095033598,0.155772388,0.244367949,0.156136573,0.166548152,0,0,0,0,0,0
281753253,94.9028,27.4817,20140104,1326335,0.555260666,0.182041339,0.130861647,0.042770087,0.122125193,0.084288248,0.002918944,0.132127113,0,0,0,0,0.25,0
281753301,94.25,26,20140104,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
281756712,93.7333,25.9,20140104,378811,0.733086974,0.320016426,0.334737295,0.366484874,0.324410119,0.320329285,0.336591003,0.171857554,0,0,0,0,0,0
281762452,93.7167,25.3,20140104,140651,0.433332568,0.653680777,0.264622956,0.456524524,0.313017538,0.456059501,0.306066212,0.231369455,0,0,0,0,0,0
281767896,90.5,25.5,20140104,317917,0.512516953,0.130375822,0.589531831,0.833785348,0.488780995,0.279605484,0.522952334,0.554296319,0,0,0,0,0,0
281770198,94.5167,25.9667,20140104,140757,0.742698583,0.456649983,0.355615038,0.290350159,0.140153772,0.383120635,0.143532941,0.158009004,0,0,0,0,0,0
281773211,94.2167,26.75,20140104,1092256,0.679377015,0.232271243,0,0.201983836,0.004653374,0.15759232,0,0.002986787,1,0,0.375,0,1,0.19047619
281779151,91.7333,26.1833,20140104,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
281799114,91.275,23.8364,20140104,1725739,0.812502088,0.200374205,0.000281434,0.911476814,0.66390666,0.529687903,0.675946226,0,1,0,0,0,0,0.19047619
281830221,95.8,27.1667,20140105,148226,0.224831829,0.477991733,0.117753258,0.102311639,0.182621535,0.248899672,0.181478128,0.197414066,0,0,0,0,0,0
281830711,93.5,26,20140105,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
281847934,90.5,25.5,20140105,317917,0.512516953,0.130375822,0.589531831,0.833785348,0.488780995,0.279605484,0.522952334,0.554296319,0,0,0,0,0,0
281860908,91.7333,26.1833,20140105,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
281871388,92.8,24.8167,20140105,1736617,0.622257013,0.113083744,0.001938072,0.613767312,0.004512503,0.321349577,0.004100854,0.003878139,1,0,0.625,0,0.25,0.047619048
281917292,95.65,27.35,20140106,1327929,0.425228809,0.262338115,0.129464958,0.065645538,0.107819823,0.185608864,0.094256162,0.118608102,0,0,0,0,0,0
281930136,91.275,23.8364,20140106,1725739,0.812502088,0.200374205,0.000281434,0.911476814,0.66390666,0.529687903,0.675946226,0,1,0,0,0,0,0.19047619
281930139,93.7167,25.3,20140106,140651,0.433332568,0.653680777,0.264622956,0.456524524,0.313017538,0.456059501,0.306066212,0.231369455,0,0,0,0,0,0
281939959,93.7833,26.0167,20140106,956313,0.416999529,0.133047222,0.297109313,0.345169297,0.286794465,0.307493347,0.299275054,0.190619977,0,0,0,0,0,0
281968306,94.6333,26.9833,20140106,1151050,0.644036632,0.101046699,0.141641004,0.124167041,0.175422767,0.225936984,0.173754529,0.003960812,0,0,0,0,0,0.095238095
282032863,94.1167,25.6667,20140106,267988,0.742122292,0.531499302,0.410880364,0.366916464,0.295730979,0.425453337,0.304376413,0.013246088,0,0,0,0,0,0.047619048
282041823,93.7833,26.0167,20140107,956313,0.416999529,0.133047222,0.297109313,0.345169297,0.286794465,0.307493347,0.299275054,0.190619977,0,0,0,0,0,0
282073486,93,23,20140107,161428,0.815820352,0.629513031,0.797728797,0.879494765,0.709516437,0.79780973,0.709145046,0.79252474,0,0,0,0,0,0
282079553,91.7889,26.1425,20140107,1253938,0.812922813,0.29334266,0.01061846,0.595292641,0.02270395,0.149551685,0.011657818,0.024915267,0.666666667,0,0.25,0,0.25,0.142857143
282086718,92,24,20140107,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
282094540,92.7667,24.8667,20140107,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
282099247,92.8,24.8167,20140107,1736617,0.622257013,0.113083744,0.001938072,0.613767312,0.004512503,0.321349577,0.004100854,0.003878139,1,0,0.625,0,0.25,0.047619048
282132076,92.8,26.6333,20140107,1924110,0.378117239,0.191399984,0.001741219,0.41036472,0.333563962,0.01453787,0.408521776,0.460150674,0.333333333,0,0,1,0,0
282179341,93.4667,26.6,20140108,1066888,0.583470069,0.252656565,0.023878974,0.3166044,0.195411482,0.159144222,0.265350232,0.298814609,0.333333333,0,0,0,0,0
282182225,91.7333,26.1833,20140108,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
282182503,92,24,20140108,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
282214135,93,25.5,20140108,214102,0.585525965,0.330463361,0.304218058,0.4997244,0.266277226,0.281345501,0.26378346,0.295482222,0,0,0,0,0,0
282223251,92.7667,24.8667,20140108,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
282236250,93,26,20140108,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
282236455,90.6167,26.1667,20140108,1008183,0.378764513,0.113005046,0.455511069,0.769871399,0.371805168,0.114765916,0.407785472,0.453024474,0,0,0,0,0,0
282312428,91.25,26.3333,20140102,1693622,0.306357096,0.090946734,0.209541592,0.66335823,0.162438681,0.241567723,0.193223379,0.209757025,0,0,0,0,0,0
282317511,93.5,26,20140109,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
282333373,91.275,23.8364,20140109,1725739,0.812502088,0.200374205,0.000281434,0.911476814,0.66390666,0.529687903,0.675946226,0,1,0,0,0,0,0.19047619
282460424,93.5,26,20140110,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
282460863,93.7833,26.0167,20140110,956313,0.416999529,0.133047222,0.297109313,0.345169297,0.286794465,0.307493347,0.299275054,0.190619977,0,0,0,0,0,0
282491716,93.75,26.6333,20140110,1066888,0.583470069,0.252656565,0.138793421,0.274736338,0.156668393,0.137065951,0.16485926,0.18614777,0,0,0,0,0,0
282592073,93.95,24.8167,20140111,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
282619367,94.1167,25.6667,20140111,267988,0.742122292,0.531499302,0.410880364,0.366916464,0.295730979,0.425453337,0.304376413,0.013246088,0,0,0,0,0,0.047619048
282626577,93.55,24.9667,20140111,140651,0.433332568,0.653680777,0.196716386,0.522035063,0.198814595,0.46128365,0.19152995,0.168112224,0,0,0,0,0,0
282638257,93.6167,27.1,20140111,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
282638692,94.55,28.4,20140111,112274,0.360258677,0.578260921,0.371433462,0.186040784,0.312573988,0.218785579,0.316167908,0.349525102,0,0,0,0,0,0
282682555,90.5,25.5,20140112,317917,0.512516953,0.130375822,0.589531831,0.833785348,0.488780995,0.279605484,0.522952334,0.554296319,0,0,0,0,0,0
282697500,93.95,24.8167,20140112,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
282768371,90.2718,26.399,20140113,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
282799137,92.9167,25.0833,20140113,214102,0.585525965,0.330463361,0.115259734,0.564510243,0.106587441,0.298940484,0.10659306,0.118893874,0,0,0,0,0,0
282799153,91.7333,26.1833,20140113,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
282902503,93,26,20140114,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
282902681,95.65,27.35,20140114,1327929,0.425228809,0.262338115,0.129464958,0.065645538,0.107819823,0.185608864,0.094256162,0.118608102,0,0,0,0,0,0
282903190,94.5833,26.7833,20140114,1151050,0.644036632,0.101046699,0.146921184,0.156469708,0.123550032,0.231479669,0.130490506,0.047511211,0,0,0,0,0,0
283049452,93.5,26,20140115,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
283083768,95.65,27.35,20140115,1327929,0.425228809,0.262338115,0.129464958,0.065645538,0.107819823,0.185608864,0.094256162,0.118608102,0,0,0,0,0,0
283116559,91.7333,26.1833,20140115,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
283152793,93.95,24.8167,20140115,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
283194883,94.25,26,20140115,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
283202308,90.2718,26.399,20140116,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
283208026,92.35,24.8667,20140116,1228686,0.599474177,0,0.182503332,0.655399919,0.15994132,0.238342095,0.160539219,0.178586632,0,0,0,0,0,0
283209870,93.95,24.8167,20140116,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
283210269,92.4833,23.9333,20140116,86364,0.73599367,0.840088436,0.398279615,0.772921351,0.354121159,0.499913849,0.372357479,0.414479915,0,0,0,0,0,0
283223075,92,24,20140116,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
283270755,93.5,26,20140116,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
283270890,94.8333,26.8167,20140116,250260,0.167536566,0.800415064,0.165617416,0.129681347,0.191446739,0.271923538,0.21479788,0.100460329,0,0,0,0,0,0
283301491,94.55,28.4,20140116,112274,0.360258677,0.578260921,0.371433462,0.186040784,0.312573988,0.218785579,0.316167908,0.349525102,0,0,0,0,0,0
283388629,91.0667,26.4333,20140118,1693622,0.306357096,0.090946734,0.287622456,0.685900058,0.238358274,0.191274571,0.268257799,0.293496416,0,0,0,0,0,0
283401924,95.25,27.55,20140118,1326335,0.555260666,0.182041339,0.024030231,0.00210395,0.039948591,0.072128989,0.034091739,0.042607661,0.333333333,1,0,0,0,0
283411517,93.95,24.8167,20140119,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
283418984,93.9,24.9833,20140119,456113,0.675304268,0.296262499,0.104710844,0.492887786,0.322690757,0.544248601,0.315599216,0.088200083,0,0,0,0,0,0
283424361,91.7333,26.1833,20140119,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
283437777,90.2718,26.399,20140120,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
283515961,93.4667,26.6,20140122,1066888,0.583470069,0.252656565,0.023878974,0.3166044,0.195411482,0.159144222,0.265350232,0.298814609,0.333333333,0,0,0,0,0
283533427,94.5167,25.9667,20140122,140757,0.742698583,0.456649983,0.355615038,0.290350159,0.140153772,0.383120635,0.143532941,0.158009004,0,0,0,0,0,0
283551367,93.95,24.8167,20140126,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
283568092,91.7333,26.1833,20140126,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
283640441,93.95,24.8167,20140127,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
283708620,91.2667,26.5167,20140127,1693622,0.306357096,0.090946734,0.20887926,0.65068785,0.200216593,0.242460378,0.22299238,0.241444391,0,0,0,0,0,0
283739400,90.2718,26.399,20140127,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
283793159,92.5,26.7,20140128,1924110,0.378117239,0.191399984,0.12130757,0.451333765,0.336461333,0.07796335,0.332690868,0.372828753,0,0,0,0,0,0
283801864,92.8,26.6333,20140128,1924110,0.378117239,0.191399984,0.001741219,0.41036472,0.333563962,0.01453787,0.408521776,0.460150674,0.333333333,0,0,1,0,0
283827597,90.5,25.5,20140128,317917,0.512516953,0.130375822,0.589531831,0.833785348,0.488780995,0.279605484,0.522952334,0.554296319,0,0,0,0,0,0
283827598,96.7,28.1333,20140128,21167,0.156747708,0.889079712,0.416974589,0.25378331,0.315549463,0.423941733,0.451838324,0.297015547,0,0,0,0,0,0
283832834,91.0667,26.4333,20140128,1693622,0.306357096,0.090946734,0.287622456,0.685900058,0.238358274,0.191274571,0.268257799,0.293496416,0,0,0,0,0,0
283833295,93,23,20140128,161428,0.815820352,0.629513031,0.797728797,0.879494765,0.709516437,0.79780973,0.709145046,0.79252474,0,0,0,0,0,0
283856373,90.2718,26.399,20140128,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
283863216,93,26,20140128,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
283863309,90.6167,26.1667,20140128,1008183,0.378764513,0.113005046,0.455511069,0.769871399,0.371805168,0.114765916,0.407785472,0.453024474,0,0,0,0,0,0
283863736,92.7175,23.7244,20140128,400309,0.999473738,0.554627115,0.472576247,0.784196468,0.419505987,0.57694438,0.43552971,0.488490873,0,0,0,0,0,0
283909200,90.3333,25.5,20140128,643291,0.383024405,0.250981768,0.649967389,0.858146353,0.54014792,0.275137402,0.575049306,0.621128652,0,0,0,0,0,0
283983276,89.9667,26.0333,20140129,1949258,0.195042741,0.116737377,0.721709966,0.8771696,0.605249571,0.148361842,0.641846148,0.716217842,0,0,0,0,0,0
284016912,95.3667,27.5,20140129,1327929,0.425228809,0.262338115,0.003670535,0.015229503,0,0.102798285,0.002325441,0.001373179,1,0,1,0,0.75,0.761904762
284095680,93,26,20140130,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
284095691,91.7333,26.1833,20140130,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
284099415,92.7667,24.8667,20140130,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
284153375,96.1,27.3,20140130,148226,0.224831829,0.477991733,0.040163962,0.13705665,0.184902647,0.290612215,0.222367721,0.182498521,0,0,0,0,0,0
284190202,93,26,20140131,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
284191452,92.7667,24.8667,20140131,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
284191747,93.6167,27.1,20140131,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
284205745,90.2718,26.399,20140131,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
284270641,90.35,25.1833,20140131,142334,0.467162711,0.177834379,0.714893373,0.881937159,0.567429124,0.366161722,0.638471081,0.637603826,0,0,0,0,0,0
284325498,93.7833,26.0167,20140201,956313,0.416999529,0.133047222,0.297109313,0.345169297,0.286794465,0.307493347,0.299275054,0.190619977,0,0,0,0,0,0
284326538,93.6167,27.1,20140201,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
284345277,93.5,26,20140201,956313,0.416999529,0.133047222,0.264966482,0.378644089,0.380195123,0.258315026,0.387283231,0.274794427,0,0,0,0,0,0
284369522,93.3333,26.8,20140201,1924110,0.378117239,0.191399984,0.095761352,0.319609043,0.145360252,0.125536867,0.305840227,0.34407356,0,0,0,0,0,0
284394120,91.7333,26.1833,20140202,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
284395366,93.95,24.8167,20140202,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
284411988,93.3333,26.8,20140202,1924110,0.378117239,0.191399984,0.095761352,0.319609043,0.145360252,0.125536867,0.305840227,0.34407356,0,0,0,0,0,0
284412156,90.1846,26.3658,20140202,887142,0.335042213,0.184710061,0.634265613,0.82602304,0.531626824,0.038332427,0.566443694,0.629714542,0,0,0,0,0,0
284428562,94.3667,25.1167,20140202,183998,0.663199223,0.513874071,0.223558662,0.442756064,0.48015087,0.594466683,0.484692409,0.222886907,0,0,0,0,0,0
284469015,93.6167,27.1,20140202,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
284479752,94.2167,26.75,20140203,1092256,0.679377015,0.232271243,0,0.201983836,0.004653374,0.15759232,0,0.002986787,1,0,0.375,0,1,0.19047619
284479810,93.3333,26.8,20140203,1924110,0.378117239,0.191399984,0.095761352,0.319609043,0.145360252,0.125536867,0.305840227,0.34407356,0,0,0,0,0,0
284500737,93,26,20140203,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
284506327,94.25,26,20140203,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
284507849,93,23,20140203,161428,0.815820352,0.629513031,0.797728797,0.879494765,0.709516437,0.79780973,0.709145046,0.79252474,0,0,0,0,0,0
284513121,93.6167,27.1,20140203,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
284560163,95.15,28.3,20140203,35320,0.228543412,0.719932244,0.182299985,0.136508305,0.160852657,0.150776911,0.218009273,0.180853558,0,0,0,0,0,0
284602692,94.25,26,20140128,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
284606759,90.2718,26.399,20140204,887142,0.335042213,0.184710061,0.601431683,0.810873964,0.503328429,0.018275487,0.537716072,0.597244609,0,0,0,0.2,0,0
284777828,92,24,20140205,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
284794140,94.1167,25.6667,20140205,267988,0.742122292,0.531499302,0.410880364,0.366916464,0.295730979,0.425453337,0.304376413,0.013246088,0,0,0,0,0,0.047619048
284806735,93.7333,25.9,20140205,378811,0.733086974,0.320016426,0.334737295,0.366484874,0.324410119,0.320329285,0.336591003,0.171857554,0,0,0,0,0,0
284884453,94.25,26,20140206,267988,0.742122292,0.531499302,0.319390838,0.303904585,0.158491861,0.344056951,0.168282154,0.14917961,0,0,0,0,0,0
284911680,93.9667,26.5167,20140206,1066888,0.583470069,0.252656565,0.130470887,0.259936819,0.117071367,0.179637063,0.123588773,0.139686243,0,0,0,0,0,0
285023573,96.9,27.2667,20140207,148226,0.224831829,0.477991733,0.353904952,0.263778546,0.393260977,0.484127179,0.488502933,0.416313097,0,0,0,0,0,0
285026774,91.7333,26.1833,20140207,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
285068155,91.275,23.8364,20140207,1725739,0.812502088,0.200374205,0.000281434,0.911476814,0.66390666,0.529687903,0.675946226,0,1,0,0,0,0,0.19047619
285077426,89.8592,26.3689,20140207,1949258,0.195042741,0.116737377,0.764841368,0.876634239,0.64625065,0.112201459,0.681417141,0.758813539,0,0,0,0,0,0
285145879,92.7667,24.8667,20140208,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
285172970,92,24,20140208,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
285180782,94.2667,26.1,20140208,166343,0.792091491,0.55181775,0.274896045,0.28700429,0.124497665,0.319316163,0.135347261,0.138134307,0,0,0,0,0,0
285194196,93,26,20140208,2823768,0.480460599,0.084634914,0.289037197,0.439736802,0.409896812,0.199266333,0.44254687,0.459415016,0,0,0,0,0,0
285250432,92,24,20140209,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
285250563,92.7667,24.8667,20140209,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
285271346,91.8167,26.1,20140209,258840,0.547530661,0.577487359,0.007468012,0.594465473,0.033235018,0.1363148,0.031183222,0.046831438,0.333333333,0,0.125,0,0.25,0
285307805,92.7667,24.8667,20140210,1736617,0.622257013,0.113083744,0.017555065,0.610179917,0.016850356,0.305126638,0.016426292,0.021085949,0.666666667,0,0.625,0,0.25,0.047619048
285334444,93.0167,24.8,20140210,1736617,0.622257013,0.113083744,0.003597414,0.594778605,0.008229816,0.36673062,0.001331148,0.003243532,0.333333333,0,0.125,0,0.5,1
285472493,93.95,24.8167,20140211,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
285474084,93.6333,26.8833,20140211,1924110,0.378117239,0.191399984,0.159018994,0.269400794,0.077810845,0.070627143,0.205443231,0.231392213,0,0,0,0,0,0
285474086,91.25,26.3333,20140211,1693622,0.306357096,0.090946734,0.209541592,0.66335823,0.162438681,0.241567723,0.193223379,0.209757025,0,0,0,0,0,0
285592991,93.6167,27.1,20140212,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
285592997,92,24,20140212,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
285619379,92.9167,25.0833,20140212,214102,0.585525965,0.330463361,0.115259734,0.564510243,0.106587441,0.298940484,0.10659306,0.118893874,0,0,0,0,0,0
285624427,94.2167,26.75,20140212,1092256,0.679377015,0.232271243,0,0.201983836,0.004653374,0.15759232,0,0.002986787,1,0,0.375,0,1,0.19047619
285683058,93.1167,25.1667,20140212,214102,0.585525965,0.330463361,0.17171439,0.532232326,0.138932722,0.33509823,0.134589817,0.151081017,0,0,0,0,0,0
285740535,93.6167,27.1,20140213,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
285774726,92,24,20140213,378230,0.752075849,0.179403833,0.303576969,0.810651799,0.421692738,0.45805413,0.436558599,0.298289734,0,0,0,0,0,0
285785625,93.3333,26.8,20140213,1924110,0.378117239,0.191399984,0.095761352,0.319609043,0.145360252,0.125536867,0.305840227,0.34407356,0,0,0,0,0,0
285787059,93.9667,26.5167,20140213,1066888,0.583470069,0.252656565,0.130470887,0.259936819,0.117071367,0.179637063,0.123588773,0.139686243,0,0,0,0,0,0
285883291,91.7333,26.1833,20140214,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
285917866,93.6167,27.1,20140214,176573,0.634654519,0.186618475,0.242697889,0.258536062,0.007166455,0.027884777,0.213669467,0.210372139,0,0,0.125,0,0,0
286021192,94.05,25.3,20140215,479148,0.302151807,0.598174006,0.243777354,0.430844752,0.415031302,0.504115355,0.407938919,0.174993086,0,0,0,0,0,0
286021193,94.1,25.4167,20140215,479148,0.302151807,0.598174006,0.298620115,0.408360911,0.387851089,0.486556798,0.395480293,0.122058022,0,0,0,0,0,0
286026048,94.2167,26.75,20140215,1092256,0.679377015,0.232271243,0,0.201983836,0.004653374,0.15759232,0,0.002986787,1,0,0.375,0,1,0.19047619
286028529,91.7333,26.1833,20140215,1253938,0.812922813,0.29334266,0.005069589,0.600481798,0.001222717,0.164136291,0.011323447,0.007749201,0.666666667,0,0.375,0,0.25,0.142857143
286028530,93.95,24.8167,20140215,456113,0.675304268,0.296262499,0.027273353,0.517043456,0.334737084,0.573993151,0.328068429,0.019151474,0.333333333,0,0,0,0,0.142857143
